"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.159367079E1,1.330572128E0,-8.399394155E-1,-1.588130593E0
1.160368179E1,1.235396862E0,-9.525780678E-1,-1.418870687E0
1.161369179E1,1.097452879E0,-1.038803935E0,-1.244621992E0
1.162370179E1,9.364458323E-1,-1.086540222E0,-1.094414949E0
1.163371279E1,7.571374774E-1,-1.093744278E0,-9.936369061E-1
1.164372279E1,5.617949367E-1,-1.046401620E0,-9.492151737E-1
1.165373379E1,3.519146740E-1,-9.497190118E-1,-9.465217590E-1
1.166374379E1,1.335735470E-1,-8.025141358E-1,-9.528670311E-1
1.167375479E1,-8.971724659E-2,-6.116038561E-1,-9.457988739E-1
1.168376479E1,-2.987665832E-1,-3.846242428E-1,-9.221558571E-1
1.169377579E1,-4.928812385E-1,-1.427668184E-1,-8.789178729E-1
1.170378579E1,-6.613328457E-1,9.377647936E-2,-8.249462247E-1
1.171379679E1,-7.916190624E-1,3.054404259E-1,-7.731972933E-1
1.172380679E1,-9.012398720E-1,4.896976054E-1,-7.258425951E-1
1.173381679E1,-9.976012707E-1,6.359031200E-1,-6.883996725E-1
1.174382779E1,-1.072351694E0,7.410185933E-1,-6.585722566E-1
1.175383779E1,-1.124550819E0,7.995928526E-1,-6.356668472E-1
1.176384879E1,-1.150861025E0,8.165217638E-1,-6.128802896E-1
1.177385879E1,-1.149091363E0,7.871675491E-1,-6.005209088E-1
1.178386979E1,-1.112658978E0,7.214204669E-1,-5.902581215E-1
1.179387979E1,-1.039172173E0,6.186568737E-1,-5.824923515E-1
1.180389079E1,-9.233584404E-1,4.866000116E-1,-5.655439496E-1
1.181390079E1,-7.822502851E-1,3.293182552E-1,-5.383381844E-1
1.182391179E1,-6.338368654E-1,1.634373963E-1,-4.826288819E-1
1.183392179E1,-4.819681942E-1,-4.144782200E-3,-4.091616571E-1
1.184393179E1,-3.410638273E-1,-1.715260446E-1,-3.171364069E-1
1.185394279E1,-2.132740766E-1,-3.431687653E-1,-2.145382762E-1
1.186395279E1,-1.057436243E-1,-5.189821720E-1,-1.130358875E-1
1.187396379E1,-2.839271724E-2,-6.697975993E-1,-2.312263474E-2
1.188397379E1,9.281158447E-3,-7.897399664E-1,4.565696046E-2
1.189398479E1,1.165848039E-2,-8.836154938E-1,1.033895984E-1
1.190399479E1,-1.533026062E-2,-9.500187635E-1,1.509241015E-1
1.191400579E1,-7.240142673E-2,-9.980071783E-1,1.988098025E-1
1.192401579E1,-1.522579193E-1,-9.969342351E-1,2.422763109E-1
1.193402679E1,-2.587164342E-1,-9.333192706E-1,2.854866385E-1
1.194403679E1,-3.875686824E-1,-8.063490987E-1,3.179212809E-1
1.195404679E1,-5.310679674E-1,-6.419697404E-1,3.216225803E-1
1.196405779E1,-6.954888105E-1,-4.683380425E-1,3.084005117E-1
1.197406779E1,-8.929033875E-1,-2.410204858E-1,2.899468839E-1
1.198407879E1,-1.075881004E0,9.886863828E-2,2.701667845E-1
1.199408879E1,-1.224336267E0,4.579018950E-1,2.609104514E-1
1.200409979E1,-1.332216859E0,7.515071034E-1,2.449170798E-1
1.201410979E1,-1.392438173E0,9.822517633E-1,2.476180345E-1
1.202412079E1,-1.409735680E0,1.209593773E0,2.863872349E-1
1.203413079E1,-1.378426671E0,1.369752884E0,3.562287688E-1
1.204414179E1,-1.310741067E0,1.406301856E0,4.519539475E-1
1.205415179E1,-1.213682890E0,1.343663812E0,5.620589852E-1
1.206416179E1,-1.087256074E0,1.236437321E0,6.701026559E-1
1.207417304E1,-9.329553246E-1,1.078392148E0,7.674503326E-1
1.208418304E1,-7.610626817E-1,8.605552912E-1,8.636023998E-1
1.209419404E1,-5.669772029E-1,6.166998744E-1,9.482982159E-1
1.210420404E1,-3.682007194E-1,3.902973533E-1,1.012452841E0
1.211421504E1,-1.879543066E-1,2.091472596E-1,1.052527308E0
1.212422504E1,-3.683056310E-2,9.115164727E-2,1.065195441E0
1.213423604E1,7.967532426E-2,4.473557323E-2,1.062796235E0
1.214424604E1,1.824381799E-1,4.926055297E-2,1.047405243E0
1.215425704E1,2.720060349E-1,7.792744040E-2,1.025825262E0
1.216426704E1,3.467122316E-1,1.125181764E-1,1.015320420E0
1.217427704E1,3.964233994E-1,1.557728499E-1,1.010101199E0
1.218428804E1,4.215295613E-1,1.963394582E-1,1.004441261E0
1.219429804E1,4.153274000E-1,2.309049517E-1,9.976492524E-1
1.220430904E1,3.746087253E-1,2.613038719E-1,9.925227165E-1
1.221431904E1,2.906055748E-1,2.795971930E-1,9.848275185E-1
1.222433004E1,1.688226610E-1,2.926346958E-1,9.666524529E-1
1.223434004E1,1.549858134E-2,3.017132878E-1,9.301996231E-1
1.224435104E1,-1.604966819E-1,3.171087503E-1,8.751661777E-1
1.225436104E1,-3.387078941E-1,3.388867080E-1,7.928903103E-1
1.226437204E1,-5.003966689E-1,3.631550372E-1,7.010581493E-1
1.227438204E1,-6.441849470E-1,3.894468546E-1,6.062135100E-1
1.228439204E1,-7.659910321E-1,4.268810451E-1,5.213758349E-1
1.229440304E1,-8.789374828E-1,4.902056158E-1,4.523671567E-1
1.230441304E1,-9.878834486E-1,5.882447958E-1,4.002634585E-1
1.231442404E1,-1.116898894E0,7.103642225E-1,3.511204123E-1
1.232443404E1,-1.256315112E0,8.739907146E-1,3.155453801E-1
1.233444504E1,-1.393844604E0,1.067733407E0,2.724231780E-1
1.234445504E1,-1.518571138E0,1.265593171E0,2.143835574E-1
1.235446604E1,-1.612630844E0,1.450649142E0,1.376292259E-1
1.236447604E1,-1.658704042E0,1.602638602E0,5.021922290E-2
1.237448704E1,-1.659384608E0,1.714881659E0,-3.502591699E-2
1.238449704E1,-1.620799661E0,1.783247113E0,-1.082679033E-1
1.239450804E1,-1.562664628E0,1.796079278E0,-1.604054123E-1
1.240451804E1,-1.492772937E0,1.770907402E0,-1.921273768E-1
1.241452804E1,-1.409838557E0,1.709654808E0,-2.074954063E-1
1.242453904E1,-1.329401255E0,1.615704417E0,-2.019728124E-1
1.243454904E1,-1.251853943E0,1.484068394E0,-1.763053089E-1
1.244456004E1,-1.182050943E0,1.333167195E0,-1.327993721E-1
1.245457004E1,-1.121131897E0,1.163756609E0,-7.797481865E-2
1.246458104E1,-1.068983197E0,9.975672364E-1,-1.437799726E-2
1.247459104E1,-1.023746014E0,8.358421922E-1,4.906199127E-2
1.248460204E1,-9.929953218E-1,6.773300171E-1,1.134708151E-1
1.249461204E1,-9.746173024E-1,5.395607352E-1,1.684431136E-1
1.250462304E1,-9.788261652E-1,4.516620040E-1,2.282912731E-1
1.251463304E1,-1.006595731E0,4.032304287E-1,2.684389353E-1
1.252464404E1,-1.043756127E0,3.878810406E-1,2.971571386E-1
1.253465404E1,-1.099638462E0,4.025363624E-1,3.275820613E-1
1.254466404E1,-1.180289388E0,4.507827163E-1,3.608137965E-1
1.255467504E1,-1.281465411E0,5.269539952E-1,3.802047670E-1
1.256468504E1,-1.399513483E0,6.397308707E-1,3.933935463E-1
1.257469604E1,-1.518870473E0,7.695280910E-1,3.941785395E-1
1.258470604E1,-1.626167536E0,9.043671489E-1,3.863949180E-1
1.259471704E1,-1.719889283E0,1.040753841E0,3.753909767E-1
1.260472704E1,-1.789406300E0,1.169981122E0,3.600810170E-1
1.261473804E1,-1.818648338E0,1.265643001E0,3.487657905E-1
1.262474804E1,-1.807318687E0,1.314194083E0,3.388633430E-1
1.263475904E1,-1.754060388E0,1.313496232E0,3.248559535E-1
1.264476904E1,-1.677022338E0,1.263093710E0,3.060468435E-1
1.265477904E1,-1.591071248E0,1.186189651E0,2.854823470E-1
1.266479004E1,-1.491669536E0,1.123271942E0,2.831949592E-1
1.267480004E1,-1.346475244E0,1.043386579E0,3.079619110E-1
1.268481104E1,-1.185012579E0,9.117213488E-1,3.154765666E-1
1.269482104E1,-1.059048295E0,7.444117069E-1,2.741130590E-1
1.270483204E1,-9.999668598E-1,6.139016747E-1,1.870466173E-1
1.271484204E1,-1.016241670E0,5.415423512E-1,7.176335901E-2
1.272485304E1,-1.083766103E0,5.433780551E-1,-5.626171827E-2
1.273486304E1,-1.170777082E0,6.063283086E-1,-1.771245897E-1
1.274487404E1,-1.251878142E0,7.245572209E-1,-2.752317190E-1
1.275488404E1,-1.309542775E0,8.809476495E-1,-3.472942710E-1
1.276489504E1,-1.344479442E0,1.027803063E0,-3.880803287E-1
1.277490504E1,-1.366833568E0,1.129272103E0,-3.961078525E-1
1.278491504E1,-1.390146852E0,1.173536777E0,-3.933610618E-1
1.279492604E1,-1.419390798E0,1.170235276E0,-3.871511817E-1
1.280493604E1,-1.460629821E0,1.141107798E0,-3.819689453E-1
1.281494704E1,-1.508546352E0,1.107268095E0,-3.840852380E-1
1.282495704E1,-1.552520275E0,1.063048124E0,-3.986167610E-1
1.283496804E1,-1.588543296E0,1.029970407E0,-4.189947844E-1
1.284497804E1,-1.628002524E0,1.012880683E0,-4.399946034E-1
1.285498904E1,-1.692760587E0,1.013171911E0,-4.552528858E-1
1.286499904E1,-1.785806894E0,1.024078608E0,-4.644773006E-1
1.287501004E1,-1.896381736E0,1.064996004E0,-4.636128545E-1
1.288502004E1,-2.014903784E0,1.154051065E0,-4.494591951E-1
1.289503104E1,-2.123502016E0,1.279557109E0,-4.402643740E-1
1.290504104E1,-2.206032515E0,1.412809491E0,-4.379436970E-1
1.291505104E1,-2.243575573E0,1.543736219E0,-4.466139376E-1
1.292506204E1,-2.227885008E0,1.645307064E0,-4.738349020E-1
1.293507204E1,-2.157058001E0,1.711995959E0,-5.069916248E-1
1.294508304E1,-2.050414085E0,1.715744376E0,-5.358248949E-1
1.295509304E1,-1.917404532E0,1.660941601E0,-5.433687568E-1
1.296510404E1,-1.781736732E0,1.552051306E0,-5.367883444E-1
1.297511404E1,-1.641340256E0,1.407117963E0,-5.098033547E-1
1.298512504E1,-1.504171848E0,1.233601332E0,-4.701033533E-1
1.299513504E1,-1.361831903E0,1.022823930E0,-4.338174760E-1
1.300514604E1,-1.215365767E0,7.976683974E-1,-3.942967057E-1
1.301515604E1,-1.077344656E0,5.717703104E-1,-3.579268754E-1
1.302516704E1,-9.753088355E-1,3.621537089E-1,-3.346612155E-1
1.303517704E1,-9.280121922E-1,1.832356900E-1,-3.188362122E-1
1.304518704E1,-9.331185222E-1,3.609765321E-2,-3.046538234E-1
1.305519804E1,-9.811186790E-1,-6.243450940E-2,-2.855566442E-1
1.306520804E1,-1.058718443E0,-1.147800088E-1,-2.498676181E-1
1.307521917E1,-1.168992519E0,-1.118416041E-1,-2.042336017E-1
1.308522917E1,-1.306158185E0,-5.161367729E-2,-1.526210159E-1
1.309524017E1,-1.472377419E0,5.618372560E-2,-8.970917761E-2
1.310525017E1,-1.668350935E0,2.052411139E-1,-2.246995643E-2
1.311526117E1,-1.888652325E0,3.888131678E-1,4.074722156E-2
1.312527117E1,-2.122431040E0,6.054584384E-1,9.238005430E-2
1.313528217E1,-2.369723320E0,8.423407674E-1,1.380495429E-1
1.314529217E1,-2.627218962E0,1.087812424E0,1.835682988E-1
1.315530317E1,-2.881468534E0,1.340097427E0,2.259953022E-1
1.316531317E1,-3.125584364E0,1.577584505E0,2.646098137E-1
1.317532317E1,-3.334047556E0,1.777211547E0,2.790895402E-1
1.318533417E1,-3.487456322E0,1.930476785E0,2.857602239E-1
1.319534417E1,-3.599521160E0,2.056414127E0,2.900679708E-1
1.320535517E1,-3.671465874E0,2.163061857E0,2.760083377E-1
1.321536517E1,-3.696349621E0,2.247685432E0,2.556325495E-1
1.322537617E1,-3.668998480E0,2.272430420E0,2.530199885E-1
1.323538617E1,-3.595245123E0,2.237730026E0,2.441650331E-1
1.324539717E1,-3.466242313E0,2.143210649E0,2.237801254E-1
1.325540717E1,-3.293731928E0,2.009093523E0,2.100217640E-1
1.326541817E1,-3.078245640E0,1.832278728E0,1.877976805E-1
1.327542817E1,-2.842496634E0,1.628566861E0,1.347156912E-1
1.328543917E1,-2.576338291E0,1.432607174E0,5.930961668E-2
1.329544917E1,-2.304240227E0,1.265035272E0,1.170434244E-2
1.330546017E1,-2.057141542E0,1.138490319E0,1.631960087E-2
1.331547017E1,-1.846717358E0,1.042257667E0,6.112997234E-2
1.332548117E1,-1.676283240E0,9.759314060E-1,1.505357474E-1
1.333549117E1,-1.527521849E0,9.116583467E-1,2.634904683E-1
1.334550117E1,-1.392590404E0,8.137682676E-1,3.771325946E-1
1.335551217E1,-1.276675344E0,6.762503386E-1,4.826481342E-1
1.336552217E1,-1.171057820E0,5.424525738E-1,5.488263965E-1
1.337553317E1,-1.086331129E0,4.169500470E-1,5.735673308E-1
1.338554317E1,-1.029134512E0,3.073031604E-1,5.451964140E-1
1.339555417E1,-1.016928315E0,2.478692830E-1,4.648787379E-1
1.340556417E1,-1.056291461E0,2.438750863E-1,3.544667363E-1
1.341557517E1,-1.132684231E0,2.889350653E-1,2.312206179E-1
1.342558517E1,-1.195951104E0,3.574914634E-1,9.830198437E-2
1.343559617E1,-1.248462439E0,4.673782885E-1,1.053365879E-2
1.344560617E1,-1.329896331E0,5.504258275E-1,-1.991799101E-2
1.345561717E1,-1.417656183E0,6.007726789E-1,-5.015060306E-2
1.346562717E1,-1.502253056E0,6.637348533E-1,-1.111162156E-1
1.347563817E1,-1.588590622E0,7.320315838E-1,-2.160937339E-1
1.348564817E1,-1.688167810E0,7.947357297E-1,-3.251190186E-1
1.349565817E1,-1.824229360E0,8.562265635E-1,-4.344046712E-1
1.350566917E1,-1.984112144E0,9.373134375E-1,-5.534298420E-1
1.351567917E1,-2.153906107E0,1.058542013E0,-6.887394786E-1
1.352569017E1,-2.320178032E0,1.199340582E0,-8.022961020E-1
1.353570017E1,-2.465857029E0,1.302924395E0,-8.729584217E-1
1.354571117E1,-2.544385433E0,1.350965142E0,-8.838898540E-1
1.355572117E1,-2.536376953E0,1.289427638E0,-8.491634727E-1
1.356573217E1,-2.449222565E0,1.132330418E0,-7.820382118E-1
1.357574217E1,-2.329160213E0,9.710335732E-1,-7.538951039E-1
1.358575317E1,-2.202574730E0,8.410468698E-1,-7.782254815E-1
1.359576317E1,-2.091429710E0,7.945244908E-1,-8.566002846E-1
1.360577417E1,-2.000462294E0,8.209055066E-1,-9.677465558E-1
1.361578417E1,-1.925971508E0,9.094679356E-1,-1.057674885E0
1.362579517E1,-1.861392140E0,9.998795986E-1,-1.068953276E0
1.363580517E1,-1.784722447E0,1.050899982E0,-9.897296429E-1
1.364581517E1,-1.676965594E0,1.060326338E0,-8.233265877E-1
1.365582617E1,-1.544265151E0,1.005160332E0,-6.030625701E-1
1.366583617E1,-1.392228723E0,8.892049193E-1,-3.695462048E-1
1.367584717E1,-1.211575270E0,7.483386397E-1,-1.636152267E-1
1.368585717E1,-9.836007953E-1,6.407203078E-1,-2.245944366E-2
1.369586817E1,-7.040805817E-1,5.951134562E-1,5.784203485E-2
1.370587817E1,-4.051905274E-1,5.208008885E-1,8.118730038E-2
1.371588917E1,-1.066070199E-1,3.987388015E-1,3.531199694E-2
1.372589917E1,1.733061224E-1,1.983415484E-1,-5.603575706E-2
1.373591017E1,3.800637126E-1,-6.971246004E-2,-1.806324571E-1
1.374592017E1,4.790054560E-1,-3.390520513E-1,-3.005016148E-1
1.375593117E1,4.760103226E-1,-5.273888707E-1,-3.838056326E-1
1.376594117E1,3.776107728E-1,-5.855908990E-1,-4.375301003E-1
1.377595217E1,1.994320005E-1,-5.174756646E-1,-5.637956262E-1
1.378596217E1,-5.619977415E-2,-4.260933101E-1,-7.951756120E-1
1.379597217E1,-4.246948957E-1,-3.915169239E-1,-1.113969326E0
1.380598317E1,-9.123948216E-1,-4.063813686E-1,-1.507802129E0
1.381599317E1,-1.482644200E0,-4.255211651E-1,-1.908594131E0
1.382600417E1,-2.083345890E0,-3.632245064E-1,-2.186483383E0
1.383601417E1,-2.602698565E0,-2.080505490E-1,-2.233606577E0
1.384602517E1,-2.995019674E0,-3.562524915E-2,-2.143953800E0
1.385603517E1,-3.211051226E0,1.514507681E-1,-2.028721333E0
1.386604617E1,-3.200942278E0,3.052645922E-1,-1.927322388E0
1.387605617E1,-2.964102745E0,3.297906816E-1,-1.885132909E0
1.388606717E1,-2.527080059E0,1.758333445E-1,-1.922221661E0
1.389607717E1,-1.924132466E0,-9.272840619E-2,-2.012104273E0
1.390608817E1,-1.256925464E0,-3.526257575E-1,-2.115733147E0
1.391609817E1,-6.260358095E-1,-5.228388906E-1,-2.201755524E0
1.392610917E1,-1.038844362E-1,-6.308122277E-1,-2.278479576E0
1.393611917E1,3.089426458E-1,-6.433447599E-1,-2.345287800E0
1.394613017E1,6.362155676E-1,-5.662899017E-1,-2.386077642E0
1.395614017E1,8.943984509E-1,-4.181328118E-1,-2.385851860E0
1.396615017E1,1.102357984E0,-2.045020014E-1,-2.332750559E0
1.397616117E1,1.269176841E0,4.383223504E-2,-2.255586863E0
1.398617117E1,1.395594954E0,2.899727821E-1,-2.197757959E0
1.399618217E1,1.468053460E0,4.778795540E-1,-2.154359102E0
1.400619217E1,1.474814415E0,6.015077829E-1,-2.153063297E0
1.401620317E1,1.418354154E0,7.128962278E-1,-2.175297737E0
1.402621317E1,1.292163134E0,8.252264857E-1,-2.183634520E0
1.403622417E1,1.094469547E0,9.951183796E-1,-2.130290985E0
1.404623417E1,9.100908637E-1,1.230594754E0,-1.944015861E0
1.405624517E1,8.311267495E-1,1.445227623E0,-1.650218606E0
1.406625517E1,9.337058663E-1,1.570393562E0,-1.301840663E0
1.407626617E1,1.183731675E0,1.614126801E0,-9.564084411E-1
1.408627617E1,1.550633192E0,1.599070907E0,-7.190888524E-1
1.409628717E1,1.926068068E0,1.583859444E0,-6.740517020E-1
1.410629717E1,2.254221439E0,1.569308758E0,-8.406907320E-1
1.411630817E1,2.528391600E0,1.515778303E0,-1.186472058E0
1.412631817E1,2.739042282E0,1.440138936E0,-1.588414907E0
1.413632817E1,2.888781309E0,1.380168796E0,-1.881134868E0
1.414633917E1,2.992886066E0,1.360547066E0,-1.975993752E0
1.415634917E1,3.110270262E0,1.431874633E0,-1.842538476E0
1.416636017E1,3.314499140E0,1.557246923E0,-1.491302371E0
1.417637017E1,3.575063944E0,1.649506211E0,-1.027545094E0
1.418638117E1,3.817726851E0,1.643370271E0,-5.590808392E-1
1.419639117E1,3.941820383E0,1.462869525E0,-9.976371378E-2
1.420640217E1,3.862106562E0,1.092657328E0,3.678311706E-1
1.421641217E1,3.555003643E0,6.019403338E-1,8.661699891E-1
1.422642317E1,3.061488867E0,9.625499696E-2,1.409202933E0
1.423643317E1,2.450201511E0,-2.850026190E-1,1.938741207E0
1.424644417E1,1.721803904E0,-3.661427498E-1,2.405162096E0
1.425645417E1,8.976755738E-1,-9.878484905E-2,2.771061420E0
1.426646517E1,8.812198788E-2,4.060756266E-1,3.019606829E0
1.427647517E1,-5.967198014E-1,1.032065392E0,3.141080618E0
1.428648617E1,-1.087550402E0,1.616984248E0,3.110483885E0
1.429649617E1,-1.356990933E0,2.143789530E0,2.857285738E0
1.430650717E1,-1.380238295E0,2.544816017E0,2.282818317E0
1.431651717E1,-1.195250630E0,2.694857597E0,1.435946584E0
1.432652717E1,-8.436859250E-1,2.539505243E0,5.181325674E-1
1.433653817E1,-4.382592440E-1,2.113550425E0,-2.948140204E-1
1.434654817E1,-9.624758363E-2,1.474749327E0,-9.220353365E-1
1.435655917E1,1.116558313E-1,7.336061001E-1,-1.297313213E0
1.436656917E1,1.565884203E-1,-1.861819532E-3,-1.471344113E0
1.437658017E1,6.056341156E-2,-5.949193835E-1,-1.470190167E0
1.438659017E1,-1.462819129E-1,-1.012050390E0,-1.284039140E0
1.439660117E1,-3.844850063E-1,-1.292617321E0,-9.939942360E-1
1.440661117E1,-5.958971381E-1,-1.583393455E0,-7.625508308E-1
1.441662217E1,-7.572631836E-1,-1.860300183E0,-6.754481196E-1
1.442663217E1,-8.312170506E-1,-2.068061352E0,-6.394768357E-1
1.443664317E1,-8.136602044E-1,-2.268383026E0,-5.926144719E-1
1.444665317E1,-7.266922593E-1,-2.412271023E0,-5.669898391E-1
1.445666417E1,-6.121422648E-1,-2.407875538E0,-5.749181509E-1
1.446667417E1,-5.404105186E-1,-2.241781473E0,-5.664495826E-1
1.447668517E1,-6.339408159E-1,-1.963296175E0,-5.499098301E-1
1.448669517E1,-9.126728177E-1,-1.551192284E0,-4.796601534E-1
1.449670617E1,-1.332795143E0,-1.176046014E0,-3.170361817E-1
1.450671617E1,-1.791614175E0,-1.000493169E0,-1.852480471E-1
1.451672617E1,-2.177132130E0,-9.753891826E-1,-1.700973809E-1
1.452673717E1,-2.417291164E0,-8.938064575E-1,-1.651444286E-1
1.453674717E1,-2.454894304E0,-6.934874654E-1,-8.551049232E-2
1.454675817E1,-2.284173012E0,-4.795940816E-1,9.386724234E-2
1.455676817E1,-1.970547438E0,-3.602306843E-1,2.755995691E-1
1.456677917E1,-1.589187503E0,-3.175548613E-1,3.096571267E-1
1.457678917E1,-1.204717278E0,-3.315919936E-1,1.677626371E-1
1.458680017E1,-8.970049620E-1,-3.854198158E-1,-1.032984257E-1
1.459681017E1,-6.934064627E-1,-3.890200853E-1,-3.991130292E-1
1.460682117E1,-6.208617091E-1,-3.098238111E-1,-6.429174542E-1
1.461683117E1,-6.804085374E-1,-1.580085605E-1,-8.054499030E-1
1.462684217E1,-8.073851466E-1,9.323724359E-2,-8.912675977E-1
1.463685217E1,-9.611152411E-1,3.729781508E-1,-9.251024127E-1
1.464686317E1,-1.141296864E0,6.205168366E-1,-8.965932727E-1
1.465687317E1,-1.290313244E0,7.722462416E-1,-8.143036962E-1
1.466688417E1,-1.344251513E0,8.145132661E-1,-7.562065721E-1
1.467689417E1,-1.285999179E0,7.017973661E-1,-7.769016623E-1
1.468690417E1,-1.099457264E0,4.190546274E-1,-8.963260651E-1
1.469691517E1,-8.285227418E-1,-2.275195345E-2,-1.078204751E0
1.470692517E1,-5.642471910E-1,-5.012993217E-1,-1.295115232E0
1.471693617E1,-3.944499195E-1,-8.157505393E-1,-1.477020741E0
1.472694617E1,-4.009778500E-1,-9.649802446E-1,-1.601998806E0
1.473695717E1,-5.437862277E-1,-8.876348734E-1,-1.642038941E0
1.474696717E1,-7.111377120E-1,-6.590962410E-1,-1.554100871E0
1.475697817E1,-8.120242357E-1,-3.757039011E-1,-1.386847615E0
1.476698817E1,-7.866706848E-1,-8.276844025E-2,-1.212483168E0
1.477699917E1,-6.097528934E-1,1.731983274E-1,-1.102599740E0
1.478700917E1,-3.087480962E-1,3.422097266E-1,-1.085327625E0
1.479702017E1,1.023995876E-1,4.991181195E-1,-1.198806882E0
1.480703017E1,5.558463931E-1,7.365503907E-1,-1.398213744E0
1.481704117E1,1.010650039E0,1.120476127E0,-1.438893199E0
1.482705117E1,1.422713518E0,1.537008882E0,-9.522300363E-1
1.483706217E1,1.865477562E0,1.738615155E0,1.019808352E-1
1.484707217E1,2.293444633E0,1.611075044E0,1.085432410E0
1.485708317E1,2.551801920E0,1.366078734E0,1.669282198E0
1.486709317E1,2.679203033E0,1.069851279E0,1.804066420E0
1.487710417E1,2.737851381E0,7.700759172E-1,1.598128796E0
1.488711417E1,2.692110538E0,7.214338183E-1,1.176280856E0
1.489712517E1,2.533506870E0,1.069541335E0,6.787733436E-1
1.490713517E1,2.324170351E0,1.774709105E0,2.452877313E-1
1.491714517E1,2.085726738E0,2.569723606E0,3.497228026E-2
1.492715617E1,1.786937237E0,3.220739365E0,5.964966118E-2
1.493716617E1,1.418632030E0,3.589816809E0,3.254850805E-1
1.494717717E1,9.989899993E-1,3.560138702E0,6.755893230E-1
1.495718717E1,6.382311583E-1,3.129087687E0,8.926979899E-1
1.496719817E1,4.448566437E-1,2.442514420E0,8.910268545E-1
1.497720817E1,4.352051914E-1,1.698660493E0,6.890611649E-1
1.498721917E1,5.716498494E-1,1.043265581E0,4.002285898E-1
1.499722917E1,7.686448693E-1,5.273600817E-1,1.193432510E-1
1.500724017E1,9.599200487E-1,1.778369397E-1,-1.085940376E-1
1.501725017E1,1.113668561E0,-1.288777962E-2,-2.781410813E-1
1.502726117E1,1.209931731E0,-1.101496220E-1,-4.139154255E-1
1.503727117E1,1.275129914E0,-1.637518406E-1,-5.181239247E-1
1.504728217E1,1.329048276E0,-2.248578072E-1,-6.159988046E-1
1.505729217E1,1.380733490E0,-3.265665174E-1,-7.355046272E-1
1.506730317E1,1.384632111E0,-4.628817439E-1,-8.642106652E-1
1.507731304E1,1.306258798E0,-6.418684125E-1,-1.015179157E0
1.508732404E1,1.156259179E0,-8.637738824E-1,-1.191951513E0
1.509733404E1,9.520664215E-1,-1.140428901E0,-1.380871296E0
1.510734504E1,6.671223044E-1,-1.459535241E0,-1.499442101E0
1.511735504E1,2.714932859E-1,-1.719359279E0,-1.489598155E0
1.512736504E1,-2.252418995E-1,-1.776586294E0,-1.351694822E0
1.513737604E1,-7.661434412E-1,-1.518166184E0,-1.156495810E0
1.514738604E1,-1.238506675E0,-9.814534187E-1,-1.031520605E0
1.515739704E1,-1.744700670E0,-2.672839761E-1,-1.107233763E0
1.516740704E1,-2.402501583E0,6.380956769E-1,-1.224302411E0
1.517741804E1,-3.042992353E0,1.454770565E0,-9.373883605E-1
1.518742804E1,-3.465878487E0,1.518434763E0,-3.042052686E-1
1.519743904E1,-3.393500566E0,8.879562616E-1,2.156669050E-1
1.520744904E1,-2.751356363E0,3.402976990E-1,5.700004697E-1
1.521746004E1,-1.700540066E0,2.434567362E-1,8.324336410E-1
1.522747004E1,-3.636212349E-1,4.002444744E-1,1.022241116E0
1.523748104E1,1.044724584E0,6.587018371E-1,8.979999423E-1
1.524749104E1,2.238636494E0,8.576245308E-1,3.161107004E-1
1.525750204E1,2.945163965E0,9.934108853E-1,-4.401195645E-1
1.526751204E1,3.154702902E0,1.200986505E0,-1.068223715E0
1.527752304E1,2.979808569E0,1.529968619E0,-1.412015676E0
1.528753304E1,2.440665722E0,1.890042186E0,-1.499159575E0
1.529754404E1,1.621022701E0,2.269359350E0,-1.401378393E0
1.530755404E1,7.152704597E-1,2.648540497E0,-1.219473481E0
1.531756504E1,-1.069160774E-1,2.955859900E0,-1.018342257E0
1.532757504E1,-7.068610191E-1,3.074762583E0,-8.612375855E-1
1.533758604E1,-9.907692671E-1,2.906296492E0,-7.492058873E-1
1.534759604E1,-8.990952373E-1,2.471037149E0,-6.324992180E-1
1.535760704E1,-4.599882364E-1,1.831132650E0,-4.360324442E-1
1.536761704E1,2.255078256E-1,1.136564970E0,-1.803303659E-1
1.537762804E1,1.000746250E0,5.091432929E-1,1.025013849E-1
1.538763804E1,1.714671850E0,-3.403691947E-2,3.543016613E-1
1.539764804E1,2.315072298E0,-5.258701444E-1,5.629060268E-1
1.540765904E1,2.789995432E0,-1.004719496E0,7.663941979E-1
1.541766904E1,3.130663633E0,-1.472007036E0,9.594040513E-1
1.542768004E1,3.369986534E0,-1.820200086E0,1.153187037E0
1.543769004E1,3.537604809E0,-1.975560546E0,1.329033494E0
1.544770104E1,3.643895388E0,-1.976707578E0,1.418890953E0
1.545771104E1,3.745172501E0,-1.877659559E0,1.371187329E0
1.546772204E1,3.880282640E0,-1.721194029E0,1.203154445E0
1.547773204E1,4.057125568E0,-1.590499640E0,9.461448193E-1
1.548774304E1,4.231314182E0,-1.578325272E0,6.633554697E-1
1.549775304E1,4.348865509E0,-1.590111375E0,3.586786985E-1
1.550776404E1,4.348228931E0,-1.402650952E0,1.637489349E-2
1.551777404E1,4.154621124E0,-7.691556215E-1,-3.806141019E-1
1.552778504E1,3.765010357E0,4.340856075E-1,-8.634169698E-1
1.553779504E1,3.223602057E0,1.957564592E0,-1.420275211E0
1.554780604E1,2.632631540E0,3.597685337E0,-1.920829535E0
