"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.491138704E1,2.203567657E0,5.516179047E0,9.228010254E0
2.492139704E1,2.214045868E0,5.322781219E0,9.529034271E0
2.493140804E1,2.302960968E0,5.021158447E0,9.736502838E0
2.494141804E1,2.562072144E0,4.998854828E0,9.399703217E0
2.495142904E1,2.709665222E0,5.219795380E0,9.755662994E0
2.496143904E1,2.970273285E0,5.268144836E0,1.015099091E1
2.497145004E1,3.245550842E0,4.919669495E0,1.061008621E1
2.498146004E1,3.052003326E0,4.352349243E0,1.119357285E1
2.499147104E1,2.499951324E0,3.958967285E0,1.117171829E1
2.500148104E1,1.807341614E0,3.736829224E0,1.069196594E1
2.501149204E1,1.505269775E0,3.815565491E0,1.012015503E1
2.502150204E1,1.529818726E0,4.163142700E0,9.603728943E0
2.503151304E1,1.747466125E0,4.567901001E0,9.341174927E0
2.504152304E1,2.120640106E0,4.771327972E0,9.416019287E0
2.505153404E1,2.392624512E0,4.744533691E0,9.700427856E0
2.506154404E1,2.424508209E0,4.567451935E0,1.009111542E1
2.507155504E1,2.346071320E0,4.276906128E0,1.036010605E1
2.508156554E1,2.177521820E0,3.902983704E0,1.020532791E1
2.509157654E1,1.836830292E0,3.444936218E0,9.663903809E0
2.510158654E1,1.542542267E0,3.123404846E0,8.968899078E0
2.511159754E1,1.327888641E0,3.002456360E0,8.333769836E0
2.512160854E1,1.122815094E0,3.027304688E0,7.754025421E0
2.513161854E1,1.019529877E0,3.178340607E0,7.268135834E0
2.514162954E1,1.010847931E0,3.445385284E0,6.902745667E0
2.515163954E1,1.106199646E0,3.787573700E0,6.833888855E0
2.516165054E1,1.288370819E0,4.190835114E0,6.958130493E0
2.517166054E1,1.385967865E0,4.460873566E0,7.062164154E0
2.518167154E1,1.362766113E0,4.518354034E0,7.213948517E0
2.519168154E1,1.260079651E0,4.469256134E0,7.403005371E0
2.520169254E1,1.159788208E0,4.345164185E0,7.597001953E0
2.521170254E1,1.203796692E0,4.215533752E0,7.832911377E0
2.522171354E1,1.344354401E0,4.103416901E0,7.987090759E0
2.523172354E1,1.662891998E0,4.040547638E0,8.194409637E0
2.524173454E1,1.916764069E0,3.964505768E0,8.473279724E0
2.525174454E1,2.055375824E0,3.825444946E0,8.850644989E0
2.526175554E1,2.193239136E0,3.626508636E0,9.317973175E0
2.527176554E1,2.295775909E0,3.449426880E0,9.816286926E0
2.528177654E1,2.343825989E0,3.323239288E0,1.024110352E1
2.529178654E1,2.417023773E0,3.194057922E0,1.048255142E1
2.530179754E1,2.482138367E0,3.052302704E0,1.041668839E1
2.531180854E1,2.492616577E0,3.001408539E0,1.018990997E1
2.532181854E1,2.477348328E0,3.115770721E0,9.710307312E0
2.533182954E1,2.320624237E0,3.380719757E0,8.998986511E0
2.534183954E1,2.354004822E0,3.814966736E0,7.591613159E0
2.535185054E1,2.753374329E0,4.253554688E0,7.273824005E0
2.536186054E1,2.889890442E0,4.500990143E0,7.252268829E0
2.537187154E1,2.782413940E0,4.599036255E0,7.319628754E0
2.538188154E1,2.468516693E0,4.579876099E0,7.379803619E0
2.539189254E1,2.180964661E0,4.577331390E0,7.462880859E0
2.540190254E1,2.069446564E0,4.743336182E0,7.493117981E0
2.541191354E1,2.149530029E0,5.054988098E0,7.323071594E0
2.542192354E1,2.433040466E0,5.226381683E0,7.240443420E0
